Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenue,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,CompanyType
453,ARKO,ARKO,Retailing,Specialty Retailers: Other,yes,no,no,yes,7,no,no,no,13481,662.2,"$8,239 ",1.4,34.4,-52.1,3650.4,Arie Kotler,U.S.,Richmond,Virginia,Public
454,Par Pacific Holdings,PARR,Energy,Petroleum Refining,yes,no,no,yes,38,no,no,no,1814,2199.2,"$8,232,000 ",12.4,728.6,100.1,3864,William  Monteleone,U.S.,Houston,Texas,Public
455,APA,APA,Energy,"Mining, Crude-Oil Production",yes,no,no,no,-114,no,no,no,2271,10367.4,"$8,192,000 ",-32.5,2855,-22.3,15244,John J. Christmann IV,U.S.,Houston,Texas,Public
456,Equinix,EQIX,Financials,Real estate,yes,no,no,yes,41,no,no,no,13151,78093.9,"$8,188 ",12.7,969.2,37.6,32650.7,Charles J. Meyers,U.S.,Redwood City,California,Public
457,New York Community Bancorp,NYCB,Financials,Commercial Banks,no,no,no,yes,0,no,no,no,8766,2569.3,"$8,178,000 ",249.6,-79,-112.2,114057,Joseph M. Otting,U.S.,Hicksville,New York,Public
458,Foot Locker,FL,Retailing,Specialty Retailers: Apparel,no,no,yes,no,-26,no,no,no,30591,2693.1,"$8,168,000 ",-6.7,-330,-196.5,6868,Mary N. Dillon,U.S.,New York,New York,Public
459,Ingredion,INGR,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,9,no,yes,no,11600,7665.9,"$8,160,000 ",2.7,643,30.7,7642,James P. Zallie,U.S.,Westchester,Illinois,Public
460,Newell Brands,NWL,Household Products,"Home Equipment, Furnishings",no,no,no,no,-52,no,yes,no,24600,3333.7,"$8,133,000 ",-14,-388,-297,12163,Christopher H. Peterson,U.S.,Atlanta,Georgia,Public
461,ABM Industries,ABM,Business Services,Diversified Outsourcing Services,yes,no,no,no,14,no,no,no,123000,2824.1,"$8,096 ",3.7,251.3,9.1,4933.7,Scott B. Salmirs,U.S.,New York,New York,Public
462,Securian Financial Group,,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,105,no,no,no,5565,,"$8,067,000 ",30.6,226.6,,73457.5,Christopher M. Hilger,U.S.,St. Paul,Minnesota,Private
463,Prologis,PLD,Financials,Real estate,yes,yes,no,yes,112,no,yes,no,2574,120459.8,"$8,024 ",34.3,3059.2,-9.1,93020.8,Hamid R. Moghadam,U.S.,San Francisco,California,Public
464,Blackstone,BX,Financials,Diversified Financials,yes,yes,no,yes,-20,no,no,no,4735,93882.8,"$8,023 ",-5.8,1390.9,-20.4,40287.5,Stephen A. Schwarzman,U.S.,New York,New York,Public
465,Skechers U.S.A.,SKX,Apparel,Apparel,yes,yes,no,yes,23,no,no,no,13550,9389.7,"$8,000 ",7.5,545.8,46.3,7547.4,Robert Greenberg,U.S.,Manhattan Beach,California,Public
466,Masco,MAS,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-30,no,no,no,18000,17335.1,"$7,967,000 ",-8.2,908,7.6,5363,Keith J. Allman,U.S.,Livonia,Michigan,Public
467,Rush Enterprises,RUSHB,Retailing,"Automotive Retailing, Services",yes,no,no,yes,40,no,no,no,8449,4164.4,"$7,925,000 ",11.6,347.1,-11.3,4364.2,W.M. Rush,U.S.,New Braunfels,Texas,Public
468,Franklin Resources,BEN,Financials,Securities,yes,no,yes,no,-12,no,no,no,9200,14801.5,"$7,849 ",-5.1,882.8,-31.7,30121.2,Jennifer M. Johnson,U.S.,San Mateo,California,Public
469,ODP,ODP,Retailing,Specialty Retailers: Other,yes,no,no,no,-23,no,no,no,20000,1942.6,"$7,831,000 ",-7.8,139,-16.3,3886,Gerry P. Smith,U.S.,Boca Raton,Florida,Public
470,American Financial Group,AFG,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,40,no,no,no,8500,11418.1,"$7,827,000 ",11.2,852,-5.1,29787,Carl H. Lindner lll/S. Craig Lindner,U.S.,Cincinnati,Ohio,Public
471,Packaging Corp. of America,PKG,Materials,"Packaging, Containers",yes,no,no,no,-24,no,yes,no,14900,17033.7,"$7,802 ",-8,765.2,-25.7,8681.1,Mark W. Kowlzan,U.S.,Lake Forest,Illinois,Public
472,Vulcan Materials,VMC,Materials,"Building Materials, Glass",yes,no,no,no,22,no,no,no,10961,36099.6,"$7,782 ",6.4,933.2,62.1,14545.7,J. Thomas Hill,U.S.,Birmingham,Alabama,Public
473,Interactive Brokers Group,IBKR,Financials,Securities,yes,no,no,yes,263,no,no,no,2932,47328.3,"$7,776,000 ",90.4,600,57.9,128423,Milan Galik,U.S.,Greenwich,Connecticut,Public
474,Williams-Sonoma,WSM,Retailing,Specialty Retailers: Other,yes,no,yes,no,-37,no,no,no,15000,20357.6,"$7,751 ",-10.6,949.8,-15.8,5273.5,Laura J. Alber,U.S.,San Francisco,California,Public
475,XPO,XPO,Transportation,Transportation and Logistics,yes,no,no,no,3,no,no,no,39450,14169.3,"$7,744,000 ",0.3,189,-71.6,7492,Mario A. Harik,U.S.,Greenwich,Connecticut,Public
476,Weyerhaeuser,WY,Materials,Forest and Paper Products,yes,no,no,yes,-91,no,no,no,9318,26200.5,"$7,674,000 ",-24.6,839,-55.4,16983,Devin W. Stockfish,U.S.,Seattle,Washington,Public
477,Genworth Financial,GNW,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,9,no,no,no,2700,2825.7,"$7,488,000 ",-0.3,76,-87.5,90817,Thomas J. McInerney,U.S.,Richmond,Virginia,Public
478,CMS Energy,CMS,Energy,Utilities: Gas and Electric,yes,no,no,no,-37,no,no,no,8356,18018.6,"$7,462,000 ",-13.2,887,6,33517,Garrick J. Rochow,U.S.,Jackson,Michigan,Public
479,Science Applications International,SAIC,Technology,Information Technology Services,yes,no,yes,no,0,no,yes,no,24000,6734.4,"$7,444,000 ",-3.4,477,59,5314,Toni Townes-Whitley,U.S.,Reston,Virginia,Public
480,Jefferies Financial Group,JEF,Financials,Diversified Financials,yes,no,no,yes,22,no,no,no,7564,9347.9,"$7,441 ",4.1,277.7,-64.6,57905.2,Richard B. Handler,U.S.,New York,New York,Public
481,Bath & Body Works,BBWI,Retailing,Specialty Retailers: Other,yes,no,yes,yes,1,no,no,no,33069,11249.3,"$7,429,000 ",-1.7,878,9.8,5463,Gina R. Boswell,U.S.,Columbus,Ohio,Public
482,Electronic Arts,EA,Media,Entertainment,yes,no,no,yes,30,no,yes,no,13400,35469.4,"$7,426,000 ",6.2,802,1.6,13459,Andrew Wilson,U.S.,Redwood City,California,Public
483,Taylor Morrison Home,TMHC,Engineering & Construction,Homebuilders,yes,no,yes,no,-26,no,no,no,2800,6616.7,"$7,418 ",-9.8,768.9,-27,8672.1,Sheryl D. Palmer,U.S.,Scottsdale,Arizona,Public
484,Zimmer Biomet Holdings,ZBH,Health Care,Medical Products and Equipment,yes,no,no,no,25,no,no,no,18000,27116.8,"$7,394 ",4.3,1024,342.5,21496.9,Ivan Tornos,U.S.,Warsaw,Indiana,Public
485,Clorox,CLX,Household Products,Household and Personal Products,yes,no,yes,no,20,no,no,no,8700,19001.9,"$7,389,000 ",4,149,-67.7,5945,Linda Rendle,U.S.,Oakland,California,Public
486,Xylem,XYL,Industrials,Industrial Machinery,yes,no,no,yes,117,no,no,no,23000,31246.4,"$7,364,000 ",33.4,609,71.5,16112,Matthew F. Pine,U.S.,Washington,District Of Columbia,Public
487,Voya Financial,VOYA,Financials,Diversified Financials,yes,no,yes,yes,92,no,no,no,9000,7510.9,"$7,348,000 ",24.1,625,22.5,157085,Heather H. Lavallee,U.S.,New York,New York,Public
488,Fastenal,FAST,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,26,no,yes,no,20721,44157,"$7,347 ",5.2,1155,6.3,4462.9,Daniel L. Florness,U.S.,Winona,Minnesota,Public
489,Watsco,WSO,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,6,no,no,no,7388,17061.3,"$7,284 ",0.1,536.3,-10.8,3729.2,Albert H. Nahmad,U.S.,Miami,Florida,Public
